Time,Run,Mean volume diameter,Mean area diameter,Mean number diameter,d(10%),d(20%),d(30%),d(40%),d(50%),d(60%),d(70%),d(80%),d(90%),d(95%)
Fri Nov 29 16:06:30 2024,1,98.500,78.800,55.800,45.700,53.400,63.700,76.400,90.400,104.800,120.000,137.500,163.100,186.400
